---------------------------------------------------
                  Tie Point Pixel Residuals        
===================================================
PointId    Av.      Dev.        Nb.Obs.     State  
1146         38.31    19.64     ( 4/ 4)      Used -
1147        111.62   142.51     ( 4/ 4)      Used -
1148         24.14    12.44     ( 4/ 4)      Used -
1149        428.53   632.72     ( 4/ 4)      Used -
1150         44.24    27.41     ( 4/ 4)      Used -
1151         32.26    22.65     ( 4/ 4)      Used -
1152         39.69    25.79     ( 4/ 4)      Used -
1153         49.56    32.51     ( 4/ 4)      Used -
1154         31.64    15.39     ( 4/ 4)      Used -
1155         28.25    17.73     ( 4/ 4)      Used -
1156         29.65    19.17     ( 4/ 4)      Used -
1157         26.20    19.05     ( 4/ 4)      Used -
1158         31.53    19.69     ( 4/ 4)      Used -
1159         31.73    20.84     ( 4/ 4)      Used -
1160         31.11    16.40     ( 4/ 4)      Used -
1161         27.71    16.64     ( 4/ 4)      Used -
1162         34.55    20.79     ( 4/ 4)      Used -
1163       1469.36   149.05     ( 4/ 4)      Used -
1164       1386.43   121.14     ( 4/ 4)      Used -
1165         53.49    41.77     ( 4/ 4)      Used -
1166        637.97   735.22     ( 4/ 4)      Used -
1167         54.82    26.67     ( 4/ 4)      Used -
1168         28.37    14.77     ( 4/ 4)      Used -
1169         29.21    14.15     ( 4/ 4)      Used -
1170         45.51     3.07     ( 4/ 4)      Used -
1171         49.34    28.26     ( 4/ 4)      Used -
1172         60.59    51.76     ( 4/ 4)      Used -
1173         39.16    22.78     ( 4/ 4)      Used -
1174         97.57    77.31     ( 4/ 4)      Used -
1175         23.54    19.01     ( 4/ 4)      Used -
1176         47.72    41.35     ( 4/ 4)      Used -
1177        513.40   791.67     ( 4/ 4)      Used -
1178         51.27    28.30     ( 4/ 4)      Used -
1179         67.17    65.53     ( 4/ 4)      Used -
1180         64.66    20.91     ( 4/ 4)      Used -
1181        494.65   727.27     ( 4/ 4)      Used -
1182        794.34   791.30     ( 4/ 4)      Used -
1183          4.27     3.16     ( 4/ 4)      Used -
1184          6.53     3.02     ( 4/ 4)      Used -
1185         35.75    32.77     ( 4/ 4)      Used -
1186         20.21    11.93     ( 4/ 4)      Used -
1187         21.28    15.18     ( 4/ 4)      Used -
1188         36.05    29.53     ( 4/ 4)      Used -
1189        408.04   528.59     ( 4/ 4)      Used -
1190         33.83    16.85     ( 4/ 4)      Used -
1191        248.05   275.34     ( 4/ 4)      Used -
1192         23.67    12.86     ( 4/ 4)      Used -
1193         41.97    23.33     ( 4/ 4)      Used -
1194         38.66    23.77     ( 4/ 4)      Used -
1195         27.03    23.92     ( 4/ 4)      Used -
1196         62.17    26.21     ( 4/ 4)      Used -
1197        695.63  1069.22     ( 4/ 4)      Used -
1198         48.88    29.83     ( 4/ 4)      Used -
1199        490.29   334.62     ( 4/ 4)      Used -
1200         47.05    16.33     ( 4/ 4)      Used -
1201         51.20    35.90     ( 4/ 4)      Used -
1202        693.26   992.64     ( 4/ 4)      Used -
1203         49.53    42.60     ( 4/ 4)      Used -
1204          4.89     3.66     ( 4/ 4)      Used -
1205         22.31    15.41     ( 4/ 4)      Used -
1206         34.57    22.27     ( 4/ 4)      Used -
1207         35.46    23.33     ( 4/ 4)      Used -
1208        818.53   858.28     ( 4/ 4)      Used -
1209        626.68   827.86     ( 4/ 4)      Used -
1210         25.62    15.43     ( 4/ 4)      Used -
1211         27.45    20.70     ( 4/ 4)      Used -
1212         90.61    64.88     ( 4/ 4)      Used -
1213         79.91    67.51     ( 4/ 4)      Used -
1214         51.07    11.71     ( 4/ 4)      Used -
1215         49.11     9.20     ( 3/ 3)      Used -
1216         35.27    28.28     ( 3/ 3)      Used -
1217         32.84    25.61     ( 3/ 3)      Used -
1218        319.10   233.96     ( 3/ 3)      Used -
1219        457.77   463.11     ( 3/ 3)      Used -
1220        747.23   371.80     ( 3/ 3)      Used -
1221         32.50    20.88     ( 3/ 3)      Used -
1222         26.21    11.54     ( 3/ 3)      Used -
1223         28.90    24.67     ( 3/ 3)      Used -
1224         28.33    18.43     ( 3/ 3)      Used -
1225         57.52    41.10     ( 3/ 3)      Used -
1226         33.71    10.01     ( 3/ 3)      Used -
1227         44.48     7.92     ( 3/ 3)      Used -
1228         44.75    26.69     ( 3/ 3)      Used -
1229         35.31    24.21     ( 3/ 3)      Used -
1230         33.47    24.49     ( 3/ 3)      Used -
1231         25.92    18.79     ( 3/ 3)      Used -
1232         26.96    20.54     ( 3/ 3)      Used -
1233         26.79    22.21     ( 3/ 3)      Used -
1234         25.90    18.19     ( 3/ 3)      Used -
1235         26.74    14.99     ( 3/ 3)      Used -
1236         30.26    20.38     ( 3/ 3)      Used -
1237         30.19    21.05     ( 3/ 3)      Used -
1238         31.33    16.97     ( 3/ 3)      Used -
1239         67.89    52.39     ( 3/ 3)      Used -
1240         66.41    56.68     ( 3/ 3)      Used -
1241        655.85   922.64     ( 3/ 3)      Used -
1242        987.66  1112.82     ( 3/ 3)      Used -
1243        142.72   150.62     ( 3/ 3)      Used -
1244        136.59   141.78     ( 3/ 3)      Used -
1245        126.28   146.05     ( 3/ 3)      Used -
1246        126.58   149.51     ( 3/ 3)      Used -
1247          5.43     3.41     ( 3/ 3)      Used -
1248         12.31     8.61     ( 3/ 3)      Used -
1249         24.99     7.45     ( 3/ 3)      Used -
1250         20.44    15.18     ( 3/ 3)      Used -
1251         24.71    20.37     ( 3/ 3)      Used -
1252         22.11    16.83     ( 3/ 3)      Used -
1253         21.31    15.05     ( 3/ 3)      Used -
1254       1249.28  1292.62     ( 3/ 3)      Used -
1255         32.46    12.55     ( 3/ 3)      Used -
1256         39.18    12.89     ( 3/ 3)      Used -
1257        916.40   648.89     ( 3/ 3)      Used -
1258        633.13   888.16     ( 3/ 3)      Used -
1259        806.85   818.03     ( 3/ 3)      Used -
1260        762.51   203.51     ( 3/ 3)      Used -
1261        432.55   362.41     ( 3/ 3)      Used -
1262        510.33   448.72     ( 3/ 3)      Used -
1263         26.08    21.32     ( 3/ 3)      Used -
1264       1352.32  1520.28     ( 3/ 3)      Used -
1265         30.23    17.49     ( 3/ 3)      Used -
1266        137.77    98.22     ( 3/ 3)      Used -
1267         26.45    18.73     ( 3/ 3)      Used -
1268         25.53    18.40     ( 3/ 3)      Used -
1269         36.24    25.51     ( 3/ 3)      Used -
1270         46.53    35.35     ( 3/ 3)      Used -
1271         19.43    14.56     ( 3/ 3)      Used -
1272         73.61    57.73     ( 3/ 3)      Used -
1273         19.15    13.59     ( 3/ 3)      Used -
1274         20.72    14.51     ( 3/ 3)      Used -
1275         20.22    14.31     ( 3/ 3)      Used -
1276       1080.39  1441.45     ( 3/ 3)      Used -
1277        164.82    69.36     ( 3/ 3)      Used -
1278         20.72    14.64     ( 3/ 3)      Used -
1279         25.68     6.21     ( 3/ 3)      Used -
1280         30.21    22.63     ( 3/ 3)      Used -
1281         45.77     8.40     ( 3/ 3)      Used -
1282          7.91     4.16     ( 3/ 3)      Used -
1283         44.34     9.51     ( 3/ 3)      Used -
1284       1004.14  1301.76     ( 3/ 3)      Used -
1285         43.92    12.33     ( 3/ 3)      Used -
1286        234.26   303.51     ( 3/ 3)      Used -
1287         49.95    26.96     ( 3/ 3)      Used -
1288         44.53    14.11     ( 3/ 3)      Used -
1289         59.72    27.74     ( 3/ 3)      Used -
1290         14.27    10.04     ( 3/ 3)      Used -
1291         43.08    21.20     ( 3/ 3)      Used -
1292        710.50   528.38     ( 3/ 3)      Used -
1293         39.97    10.89     ( 3/ 3)      Used -
1294         32.51    23.35     ( 3/ 3)      Used -
1295         57.66     8.55     ( 3/ 3)      Used -
1296         41.31     3.83     ( 3/ 3)      Used -
1297       1362.42  1652.52     ( 3/ 3)      Used -
1298         38.42    27.02     ( 3/ 3)      Used -
1299         41.92    12.08     ( 3/ 3)      Used -
1300         46.37    14.84     ( 3/ 3)      Used -
1301         42.30    11.32     ( 3/ 3)      Used -
1302         39.64    13.45     ( 3/ 3)      Used -
1303         42.05     4.04     ( 3/ 3)      Used -
1304         94.69    20.51     ( 3/ 3)      Used -
1305        313.40   291.08     ( 3/ 3)      Used -
1306         20.99    14.68     ( 3/ 3)      Used -
1307         48.89    35.44     ( 3/ 3)      Used -
1308         20.30    14.31     ( 3/ 3)      Used -
1309         12.25     8.81     ( 3/ 3)      Used -
1310         18.11    12.81     ( 3/ 3)      Used -
1311         41.20     4.59     ( 3/ 3)      Used -
1312         23.45    16.39     ( 3/ 3)      Used -
1313         46.42    15.06     ( 3/ 3)      Used -
1314         12.57    11.15     ( 3/ 3)      Used -
1315         44.61     8.91     ( 3/ 3)      Used -
1316         13.58     9.58     ( 3/ 3)      Used -
1317        258.73   185.92     ( 3/ 3)      Used -
1318         11.99     9.30     ( 3/ 3)      Used -
1319         12.92     9.19     ( 3/ 3)      Used -
1320         16.20    11.45     ( 3/ 3)      Used -
1321        677.07   689.60     ( 3/ 3)      Used -
1322         25.85     6.95     ( 3/ 3)      Used -
1323       1068.24  1445.78     ( 3/ 3)      Used -
1324         12.44    11.76     ( 3/ 3)      Used -
1325         29.15    20.43     ( 3/ 3)      Used -
1326         45.66     5.17     ( 3/ 3)      Used -
1327         23.20    18.80     ( 3/ 3)      Used -
1328         43.04    39.84     ( 3/ 3)      Used -
1329         13.28     9.43     ( 3/ 3)      Used -
1330         14.37    12.70     ( 3/ 3)      Used -
1331        112.78    80.91     ( 3/ 3)      Used -
1332          3.99     4.75     ( 3/ 3)      Used -
1333         38.63    27.38     ( 3/ 3)      Used -
1334         65.33    47.90     ( 3/ 3)      Used -
1335         45.17     5.78     ( 3/ 3)      Used -
1336         39.37    28.51     ( 3/ 3)      Used -
1337         42.37    34.12     ( 3/ 3)      Used -
1338         23.78    16.77     ( 3/ 3)      Used -
1339         17.95    12.50     ( 3/ 3)      Used -
1340         42.62    12.93     ( 3/ 3)      Used -
1341         43.30    13.32     ( 3/ 3)      Used -
1342         41.56    11.59     ( 3/ 3)      Used -
1343         45.03    16.75     ( 3/ 3)      Used -
1344         42.18     6.95     ( 3/ 3)      Used -
1345         40.75    10.29     ( 3/ 3)      Used -
1346         40.74     4.38     ( 3/ 3)      Used -
1347         41.03     8.37     ( 3/ 3)      Used -
1348         43.58     7.66     ( 3/ 3)      Used -
1349         50.24    31.08     ( 3/ 3)      Used -
1350         51.81    20.67     ( 3/ 3)      Used -
1351         39.65     4.32     ( 3/ 3)      Used -
1352         32.67     8.77     ( 3/ 3)      Used -
1353         66.67    25.42     ( 3/ 3)      Used -
1354         61.35    40.00     ( 3/ 3)      Used -
1355         49.65    12.15     ( 3/ 3)      Used -
1356         30.38    27.77     ( 3/ 3)      Used -
1357        533.63   627.40     ( 3/ 3)      Used -
1358        965.27  1069.91     ( 3/ 3)      Used -
1359       1002.29   878.41     ( 3/ 3)      Used -
1360        593.60   427.34     ( 3/ 3)      Used -
1361         29.84    12.89     ( 3/ 3)      Used -
1362         31.44    23.44     ( 3/ 3)      Used -
1363         50.73    36.84     ( 3/ 3)      Used -
1364         33.69    27.82     ( 3/ 3)      Used -
1365         31.98    24.79     ( 3/ 3)      Used -
1366         25.83    19.81     ( 3/ 3)      Used -
1367         37.86     1.94     ( 3/ 3)      Used -
1368         38.19     1.00     ( 3/ 3)      Used -
1369       1177.20  1399.57     ( 3/ 3)      Used -
1370         37.66     9.92     ( 3/ 3)      Used -
1371         29.39    18.13     ( 3/ 3)      Used -
1372         34.16    23.88     ( 3/ 3)      Used -
1373         33.33    23.94     ( 3/ 3)      Used -
1374         41.61    31.29     ( 3/ 3)      Used -
1375         44.95    22.72     ( 3/ 3)      Used -
1376         20.85    15.98     ( 3/ 3)      Used -
1377         26.07    19.93     ( 3/ 3)      Used -
1378         26.24    20.27     ( 3/ 3)      Used -
1379         28.92    20.98     ( 3/ 3)      Used -
1380         27.96    11.99     ( 3/ 3)      Used -
1381         29.59    11.79     ( 3/ 3)      Used -
1382         64.12    33.16     ( 3/ 3)      Used -
1383        982.38  1356.78     ( 3/ 3)      Used -
1384        872.39   973.30     ( 3/ 3)      Used -
1385        132.55   148.84     ( 3/ 3)      Used -
1386        405.75   289.03     ( 3/ 3)      Used -
1387        129.75   149.76     ( 3/ 3)      Used -
1388        121.29   144.25     ( 3/ 3)      Used -
1389        863.71   968.25     ( 3/ 3)      Used -
1390          7.73     4.04     ( 3/ 3)      Used -
1391          6.36     5.39     ( 3/ 3)      Used -
1392          9.61     6.06     ( 3/ 3)      Used -
1393         12.06     9.01     ( 3/ 3)      Used -
1394          5.60     4.35     ( 3/ 3)      Used -
1395         11.73     9.20     ( 3/ 3)      Used -
1396          4.91     1.59     ( 3/ 3)      Used -
1397         25.43    22.35     ( 3/ 3)      Used -
1398         28.97    29.79     ( 3/ 3)      Used -
1399         17.90    12.75     ( 3/ 3)      Used -
1400          9.27     6.54     ( 3/ 3)      Used -
1401         13.50    10.03     ( 3/ 3)      Used -
1402         11.68     9.16     ( 3/ 3)      Used -
1403         14.59    10.34     ( 3/ 3)      Used -
1404         27.88    24.78     ( 3/ 3)      Used -
1405         21.65    15.24     ( 3/ 3)      Used -
1406       1351.66  1353.64     ( 3/ 3)      Used -
1407          9.60     7.45     ( 3/ 3)      Used -
1408         40.53    15.60     ( 3/ 3)      Used -
1409         42.68     9.32     ( 3/ 3)      Used -
1410       1151.35  1609.23     ( 3/ 3)      Used -
1411       1221.16  1706.28     ( 3/ 3)      Used -
1412        283.84   203.24     ( 3/ 3)      Used -
1413         17.82    12.57     ( 3/ 3)      Used -
1414         16.94    11.99     ( 3/ 3)      Used -
1415         38.63    27.29     ( 3/ 3)      Used -
1416         55.27    40.51     ( 3/ 3)      Used -
1417         24.82    17.31     ( 3/ 3)      Used -
1418         20.98    14.64     ( 3/ 3)      Used -
1419         19.84    13.79     ( 3/ 3)      Used -
1420         28.04    23.95     ( 3/ 3)      Used -
1421         19.80    13.93     ( 3/ 3)      Used -
1422         15.46    11.90     ( 3/ 3)      Used -
1423         18.11    13.26     ( 3/ 3)      Used -
1424        416.80   553.31     ( 3/ 3)      Used -
1425       1078.85  1457.27     ( 3/ 3)      Used -
1426        146.41   133.86     ( 3/ 3)      Used -
1427         19.16    13.36     ( 3/ 3)      Used -
1428          6.65     0.00     ( 2/ 2)      Used -
1429         13.42     0.08     ( 2/ 2)      Used -
1430        154.91     0.16     ( 2/ 2)      Used -
1431         20.63     0.53     ( 2/ 2)      Used -
1432        101.94     0.00     ( 2/ 2)      Used -
1433         14.11     0.36     ( 2/ 2)      Used -
1434         23.21     0.07     ( 2/ 2)      Used -
1435        164.82     0.16     ( 2/ 2)      Used -
1436         19.89     0.02     ( 2/ 2)      Used -
1437         31.73     0.17     ( 2/ 2)      Used -
1438        162.65     3.11     ( 2/ 2)      Used -
1439         16.54     0.05     ( 2/ 2)      Used -
1440          6.89     0.01     ( 2/ 2)      Used -
1441         23.54     0.01     ( 2/ 2)      Used -
1442         22.29     0.03     ( 2/ 2)      Used -
1443         19.33     0.44     ( 2/ 2)      Used -
1444         23.95     0.10     ( 2/ 2)      Used -
1445        159.56     0.00     ( 2/ 2)      Used -
1446         25.80     0.01     ( 2/ 2)      Used -
1447         17.15     0.03     ( 2/ 2)      Used -
1448         32.61     0.08     ( 2/ 2)      Used -
1449          9.73     0.02     ( 2/ 2)      Used -
1450         13.52     0.01     ( 2/ 2)      Used -
1451         14.39     0.02     ( 2/ 2)      Used -
1452         22.37     0.00     ( 2/ 2)      Used -
1453         29.53     0.16     ( 2/ 2)      Used -
1454         23.12     0.01     ( 2/ 2)      Used -
1455         17.07     0.08     ( 2/ 2)      Used -
1456         36.65     0.25     ( 2/ 2)      Used -
1457         16.60     0.03     ( 2/ 2)      Used -
1458         19.63     0.04     ( 2/ 2)      Used -
1459        176.51     0.13     ( 2/ 2)      Used -
1460        163.85     3.36     ( 2/ 2)      Used -
1461        165.99     3.20     ( 2/ 2)      Used -
1462        171.94     0.14     ( 2/ 2)      Used -
1463        174.24     0.14     ( 2/ 2)      Used -
1464        784.07    34.15     ( 2/ 2)      Used -
1465        178.43     3.70     ( 2/ 2)      Used -
1466         11.66     0.02     ( 2/ 2)      Used -
1467         13.99     0.12     ( 2/ 2)      Used -
1468         25.85     0.03     ( 2/ 2)      Used -
1469        179.29     3.73     ( 2/ 2)      Used -
1470        180.98     3.75     ( 2/ 2)      Used -
1471        177.70     3.62     ( 2/ 2)      Used -
1472         19.04     0.49     ( 2/ 2)      Used -
1473         21.73     0.56     ( 2/ 2)      Used -
1474        177.31     3.70     ( 2/ 2)      Used -
1475         19.28     0.48     ( 2/ 2)      Used -
1476        178.50     3.65     ( 2/ 2)      Used -
1477        175.85     3.60     ( 2/ 2)      Used -
1478        176.40     3.64     ( 2/ 2)      Used -
1479         15.15     0.33     ( 2/ 2)      Used -
1480        167.89     3.10     ( 2/ 2)      Used -
1481        175.24     3.65     ( 2/ 2)      Used -
1482         20.81     0.50     ( 2/ 2)      Used -
1483         50.17     0.00     ( 2/ 2)      Used -
1484        176.54     0.37     ( 2/ 2)      Used -
1485         51.55     3.02     ( 2/ 2)      Used -
1486        189.58     7.36     ( 2/ 2)      Used -
1487         14.11     0.45     ( 2/ 2)      Used -
1488        149.05     0.30     ( 2/ 2)      Used -
1489        145.31     0.35     ( 2/ 2)      Used -
1490        194.55     7.79     ( 2/ 2)      Used -
1491         30.61     1.48     ( 2/ 2)      Used -
1492        180.15     7.25     ( 2/ 2)      Used -
1493         24.06     0.84     ( 2/ 2)      Used -
1494        170.12     3.24     ( 2/ 2)      Used -
1495         58.37     1.14     ( 2/ 2)      Used -
1496        163.58     3.29     ( 2/ 2)      Used -
1497        136.53     0.04     ( 2/ 2)      Used -
1498        136.99     0.10     ( 2/ 2)      Used -
1499        167.45     0.15     ( 2/ 2)      Used -
1500        149.55     0.18     ( 2/ 2)      Used -
1501        155.87     0.16     ( 2/ 2)      Used -
1502        156.35     0.11     ( 2/ 2)      Used -
1503        154.09     0.12     ( 2/ 2)      Used -
1504        140.79     0.17     ( 2/ 2)      Used -
1505        133.05     0.04     ( 2/ 2)      Used -
1506        142.79     0.12     ( 2/ 2)      Used -
1507        785.47   269.27     ( 2/ 2)      Used -
1508        916.41   194.35     ( 2/ 2)      Used -
1509        944.36   126.17     ( 2/ 2)      Used -
1510        840.76   139.10     ( 2/ 2)      Used -
1511        863.56    45.54     ( 2/ 2)      Used -
1512        910.20    16.16     ( 2/ 2)      Used -
1513        223.33    65.49     ( 2/ 2)      Used -
1514        303.60    95.66     ( 2/ 2)      Used -
1515        205.09     1.63     ( 2/ 2)      Used -
1516        223.45     3.33     ( 2/ 2)      Used -
1517        233.06     1.95     ( 2/ 2)      Used -
1518        944.62    57.24     ( 2/ 2)      Used -
1519       1161.07   165.62     ( 2/ 2)      Used -
1520       1221.19    47.00     ( 2/ 2)      Used -
1521       1408.40   185.07     ( 2/ 2)      Used -
1522        963.08   131.95     ( 2/ 2)      Used -
1523        881.35    54.17     ( 2/ 2)      Used -
1524        575.81    51.48     ( 2/ 2)      Used -
1525        594.59    66.85     ( 2/ 2)      Used -
1526         14.96     0.04     ( 2/ 2)      Used -
1527         17.49     0.02     ( 2/ 2)      Used -
1528       1758.39    41.87     ( 2/ 2)      Used -
1529       1340.10    49.71     ( 2/ 2)      Used -
1530         12.65     0.01     ( 2/ 2)      Used -
1531         12.00     0.01     ( 2/ 2)      Used -
1532         11.52     0.02     ( 2/ 2)      Used -
1533         10.77     0.00     ( 2/ 2)      Used -
1534        382.59     0.75     ( 2/ 2)      Used -
1535        990.60    33.64     ( 2/ 2)      Used -
1536         20.22     0.08     ( 2/ 2)      Used -
1537         15.12     0.34     ( 2/ 2)      Used -
1538         11.35     0.04     ( 2/ 2)      Used -
1539         14.27     0.38     ( 2/ 2)      Used -
1540         26.55     0.11     ( 2/ 2)      Used -
1541         21.36     0.00     ( 2/ 2)      Used -
1542          9.85     0.02     ( 2/ 2)      Used -
1543         10.57     0.01     ( 2/ 2)      Used -
1544         21.00     0.13     ( 2/ 2)      Used -
1545         13.10     0.07     ( 2/ 2)      Used -
1546         19.79     0.06     ( 2/ 2)      Used -
1547         26.92     0.01     ( 2/ 2)      Used -
1548         29.83     0.03     ( 2/ 2)      Used -
1549         16.23     0.01     ( 2/ 2)      Used -
1550         16.37     0.02     ( 2/ 2)      Used -
1551         16.05     0.02     ( 2/ 2)      Used -
1552         11.43     0.01     ( 2/ 2)      Used -
1553         36.30     0.11     ( 2/ 2)      Used -
1554         20.95     0.05     ( 2/ 2)      Used -
1555         16.60     0.00     ( 2/ 2)      Used -
1556         16.43     0.01     ( 2/ 2)      Used -
1557         12.50     0.02     ( 2/ 2)      Used -
1558         15.23     0.01     ( 2/ 2)      Used -
1559         10.16     0.00     ( 2/ 2)      Used -
1560         16.76     0.01     ( 2/ 2)      Used -
1561         20.48     0.01     ( 2/ 2)      Used -
1562         18.68     0.03     ( 2/ 2)      Used -
1563         15.69     0.07     ( 2/ 2)      Used -
1564         38.53     0.07     ( 2/ 2)      Used -
1565         15.77     0.03     ( 2/ 2)      Used -
1566          3.00     0.04     ( 2/ 2)      Used -
1567          5.00     0.01     ( 2/ 2)      Used -
1568        169.75    35.77     ( 2/ 2)      Used -
1569       1558.39   262.20     ( 2/ 2)      Used -
1570         41.85     0.05     ( 2/ 2)      Used -
1571         30.25     0.05     ( 2/ 2)      Used -
1572         19.40     0.03     ( 2/ 2)      Used -
1573          0.26     0.00     ( 2/ 2)      Used  
1574        160.79     0.06     ( 2/ 2)      Used -
1575        173.13     0.18     ( 2/ 2)      Used -
1576        164.80     0.19     ( 2/ 2)      Used -
1577        174.31     0.06     ( 2/ 2)      Used -
1578        154.50     0.16     ( 2/ 2)      Used -
1579        163.36     0.18     ( 2/ 2)      Used -
1580        164.66     0.20     ( 2/ 2)      Used -
1581         91.79     0.04     ( 2/ 2)      Used -
1582        165.70     0.20     ( 2/ 2)      Used -
1583        166.70     0.10     ( 2/ 2)      Used -
1584         14.52     0.38     ( 2/ 2)      Used -
1585       1427.60   166.79     ( 2/ 2)      Used -
1586         17.64     0.40     ( 2/ 2)      Used -
1587         11.37     0.28     ( 2/ 2)      Used -
1588        175.82     0.18     ( 2/ 2)      Used -
1589         47.55     0.08     ( 2/ 2)      Used -
1590        183.15     3.80     ( 2/ 2)      Used -
1591       1457.90     9.12     ( 2/ 2)      Used -
1592       1562.20    31.60     ( 2/ 2)      Used -
1593        173.20     0.15     ( 2/ 2)      Used -
1594         14.06     0.02     ( 2/ 2)      Used -
1595        167.57     0.09     ( 2/ 2)      Used -
1596        176.77     0.15     ( 2/ 2)      Used -
1597        176.67     0.21     ( 2/ 2)      Used -
1598        176.39     0.24     ( 2/ 2)      Used -
1599         16.36     0.00     ( 2/ 2)      Used -
1600        429.14     0.57     ( 2/ 2)      Used -
1601        162.08     2.99     ( 2/ 2)      Used -
1602        164.08     3.00     ( 2/ 2)      Used -
1603       1638.92     5.05     ( 2/ 2)      Used -
1604        169.14     3.08     ( 2/ 2)      Used -
1605        160.03     2.96     ( 2/ 2)      Used -
1606        161.21     2.93     ( 2/ 2)      Used -
1607        772.55    28.32     ( 2/ 2)      Used -
1608        158.40     2.94     ( 2/ 2)      Used -
1609        437.86    51.40     ( 2/ 2)      Used -
1610        686.25   138.49     ( 2/ 2)      Used -
1611       1123.53   204.06     ( 2/ 2)      Used -
1612        953.05    96.76     ( 2/ 2)      Used -
1613        191.62    10.76     ( 2/ 2)      Used -
1614        272.21     0.58     ( 2/ 2)      Used -
1615        810.92    28.20     ( 2/ 2)      Used -
1616         28.18     5.97     ( 2/ 2)      Used -
1617        602.06   144.14     ( 2/ 2)      Used -
1618        316.60    88.30     ( 2/ 2)      Used -
1619        143.38     3.20     ( 2/ 2)      Used -
1620        144.33     2.02     ( 2/ 2)      Used -
1621        149.29     2.93     ( 2/ 2)      Used -
1622        669.18    47.32     ( 2/ 2)      Used -
1623        458.30    22.41     ( 2/ 2)      Used -
1624        375.64    26.29     ( 2/ 2)      Used -
1625        285.55    15.57     ( 2/ 2)      Used -
1626        283.34    39.34     ( 2/ 2)      Used -
1627         18.81     0.06     ( 2/ 2)      Used -
1628        236.31     4.61     ( 2/ 2)      Used -
1629         22.94     0.12     ( 2/ 2)      Used -
1630       1545.30   126.86     ( 2/ 2)      Used -
1631         16.63     0.13     ( 2/ 2)      Used -
1632         20.57     0.01     ( 2/ 2)      Used -
1633         21.03     0.02     ( 2/ 2)      Used -
1634         18.35     0.08     ( 2/ 2)      Used -
1635         24.88     0.05     ( 2/ 2)      Used -
1636         26.49     0.10     ( 2/ 2)      Used -
1637         22.13     0.05     ( 2/ 2)      Used -
1638         19.13     0.13     ( 2/ 2)      Used -
1639         68.08     0.06     ( 2/ 2)      Used -
1640         15.42     0.02     ( 2/ 2)      Used -
1641         15.62     0.02     ( 2/ 2)      Used -
1642         15.98     0.02     ( 2/ 2)      Used -
1643         15.34     0.10     ( 2/ 2)      Used -
1644         15.04     0.11     ( 2/ 2)      Used -
1645         16.59     0.38     ( 2/ 2)      Used -
1646         11.12     0.00     ( 2/ 2)      Used -
1647         13.63     0.07     ( 2/ 2)      Used -
1648         13.35     0.01     ( 2/ 2)      Used -
1649         15.50     0.03     ( 2/ 2)      Used -
1650          2.91     0.03     ( 2/ 2)      Used -
1651         11.88     0.07     ( 2/ 2)      Used -
1652         16.03     0.11     ( 2/ 2)      Used -
1653         11.61     0.02     ( 2/ 2)      Used -
1654         44.20     1.89     ( 2/ 2)      Used -
1655         12.71     0.02     ( 2/ 2)      Used -
1656         12.25     0.02     ( 2/ 2)      Used -
1657         12.60     0.03     ( 2/ 2)      Used -
1658         13.53     0.01     ( 2/ 2)      Used -
1659         14.36     0.03     ( 2/ 2)      Used -
1660         14.20     0.02     ( 2/ 2)      Used -
---------------------------------------------------

Legend
---------------------------------------------------
+ Average residuals of all observations smaller than 0.1 pixel
- Average residuals of all observations greater than 1.0 pixel
! No observation specified

Notes
---------------------------------------------------
* Applied adjustments and XYZ residuals are in meters or feet, depending
  on the units used in the input EO file.
* Other residual values are in pixels.
* Average and standard deviations are computed using the used observations.
* Values in parenthesis are the proportion of observations used to compute
  the average and standard deviation.
