-----------------------------------------------------
                   Tie Point Pixel Residuals         
=====================================================
PointId    Av.     Dev.       Nb.Obs.         State  
1155         0.93    0.91     ( 4/ 4)          Used  
1156         0.45    0.20     ( 4/ 4)          Used  
1157         0.67    0.28     ( 4/ 4)          Used  
1158         0.53    0.12     ( 4/ 4)          Used  
1159         0.48    0.28     ( 4/ 4)          Used  
1160         0.26    0.12     ( 4/ 4)          Used  
1161         0.72    0.61     ( 4/ 4)          Used  
1162         0.39    0.15     ( 4/ 4)          Used  
1163         0.43    0.36     ( 4/ 4)          Used  
1164         0.55    0.10     ( 4/ 4)          Used  
1165         6.23    6.40     ( 4/ 4)          Used -
1166         0.25    0.20     ( 4/ 4)          Used  
1167         5.24    4.05     ( 4/ 4)          Used -
1168         0.58    0.16     ( 4/ 4)          Used  
1169         0.94    0.41     ( 4/ 4)          Used  
1170         0.38    0.28     ( 4/ 4)          Used  
1171         0.63    0.31     ( 4/ 4)          Used  
1172         1.38    0.86     ( 4/ 4)          Used -
1173         3.06    2.83     ( 4/ 4)          Used -
1174         0.31    0.10     ( 4/ 4)          Used  
1175         0.41    0.17     ( 4/ 4)          Used  
1176         0.42    0.28     ( 4/ 4)          Used  
1177         0.55    0.17     ( 4/ 4)          Used  
1178        14.78   11.69     ( 4/ 4)          Used -
1179        21.96    7.12     ( 4/ 4)          Used -
1180         5.98    5.04     ( 4/ 4)          Used -
1181        17.28   24.08     ( 3/ 4)          Used -
1182         0.68    0.26     ( 3/ 4)          Used  
1183         0.99    0.40     ( 4/ 4)          Used  
1184         0.99    0.40     ( 4/ 4)          Used  
1185         0.66    0.57     ( 4/ 4)          Used  
1186         0.40    0.35     ( 4/ 4)          Used  
1187         0.56    0.31     ( 4/ 4)          Used  
1188         0.27    0.21     ( 4/ 4)          Used  
1189         0.40    0.24     ( 4/ 4)          Used  
1190         0.50    0.14     ( 4/ 4)          Used  
1191        92.53  130.48     ( 3/ 4)          Used -
1192         0.54    0.28     ( 4/ 4)          Used  
1193         0.32    0.06     ( 4/ 4)          Used  
1194         0.71    0.67     ( 4/ 4)          Used  
1195         0.33    0.29     ( 4/ 4)          Used  
1196        27.05   38.17     ( 4/ 4)          Used -
1197        14.55   11.80     ( 3/ 4)          Used -
1198         0.41    0.20     ( 4/ 4)          Used  
1199        74.98   74.49     ( 2/ 4)          Used -
1200         1.26    0.53     ( 4/ 4)          Used -
1201         0.64    0.29     ( 4/ 4)          Used  
1202       114.44  114.58     ( 3/ 4)          Used -
1203         1.05    1.20     ( 4/ 4)          Used -
1204         0.49    0.40     ( 4/ 4)          Used  
1205         0.44    0.27     ( 4/ 4)          Used  
1206         0.49    0.37     ( 4/ 4)          Used  
1207         0.27    0.16     ( 4/ 4)          Used  
1208         0.13    0.02     ( 2/ 4)          Used  
1209        14.90   25.06     ( 4/ 4)          Used -
1210         0.36    0.11     ( 4/ 4)          Used  
1211         0.93    0.48     ( 4/ 4)          Used  
1212         2.02    0.93     ( 4/ 4)          Used -
1213         0.65    0.48     ( 4/ 4)          Used  
1214         0.59    0.54     ( 4/ 4)          Used  
1215         0.19    0.04     ( 3/ 3)          Used  
1216         0.66    0.26     ( 3/ 3)          Used  
1217         0.56    0.44     ( 3/ 3)          Used  
1218         0.95    0.96     ( 3/ 3)          Used  
1219         2.11    1.78     ( 3/ 3)          Used -
1220         0.27    0.05     ( 2/ 3)          Used  
1221         7.23    4.75     ( 3/ 3)          Used -
1222         1.70    0.85     ( 3/ 3)          Used -
1223         5.41    5.81     ( 3/ 3)          Used -
1224         3.43    3.81     ( 3/ 3)          Used -
1225         1.51    0.93     ( 3/ 3)          Used -
1226         0.54    0.38     ( 3/ 3)          Used  
1227         0.92    0.84     ( 3/ 3)          Used  
1228         0.97    0.80     ( 3/ 3)          Used  
1229        18.34   17.58     ( 3/ 3)          Used -
1230         1.03    0.67     ( 3/ 3)          Used -
1231         0.76    0.24     ( 3/ 3)          Used  
1232         1.60    1.17     ( 3/ 3)          Used -
1233         2.83    3.31     ( 3/ 3)          Used -
1234         0.74    0.44     ( 3/ 3)          Used  
1235         1.52    0.91     ( 3/ 3)          Used -
1236         1.90    1.29     ( 3/ 3)          Used -
1237         1.25    1.24     ( 3/ 3)          Used -
1238         0.65    0.57     ( 3/ 3)          Used  
1239         6.25    6.29     ( 3/ 3)          Used -
1240        16.56   12.66     ( 3/ 3)          Used -
1241        20.74   20.25     ( 2/ 3)          Used -
1242        44.07   43.58     ( 2/ 3)          Used -
1243         0.73    0.67     ( 3/ 3)          Used  
1244         0.56    0.39     ( 3/ 3)          Used  
1245         0.21    0.08     ( 3/ 3)          Used  
1246         0.53    0.29     ( 3/ 3)          Used  
1247         0.84    0.57     ( 3/ 3)          Used  
1248         0.50    0.31     ( 3/ 3)          Used  
1249         0.31    0.17     ( 3/ 3)          Used  
1250         1.10    0.88     ( 3/ 3)          Used -
1251         0.70    0.60     ( 3/ 3)          Used  
1252         0.25    0.13     ( 3/ 3)          Used  
1253         0.82    0.40     ( 3/ 3)          Used  
1254         0.64    0.07     ( 2/ 3)          Used  
1255         0.27    0.09     ( 3/ 3)          Used  
1256         0.91    0.53     ( 3/ 3)          Used  
1257         1.09    0.48     ( 3/ 3)          Used -
1258         1.13    1.05     ( 3/ 3)          Used -
1259         1.99    1.95     ( 3/ 3)          Used -
1260         2.21    2.02     ( 3/ 3)          Used -
1261         2.49    1.51     ( 3/ 3)          Used -
1262         0.37    0.16     ( 3/ 3)          Used  
1263         0.60    0.40     ( 3/ 3)          Used  
1264         0.34    0.12     ( 3/ 3)          Used  
1265         0.31    0.08     ( 3/ 3)          Used  
1266         0.51    0.41     ( 3/ 3)          Used  
1267         0.58    0.43     ( 3/ 3)          Used  
1268         0.47    0.24     ( 3/ 3)          Used  
1269         0.25    0.11     ( 3/ 3)          Used  
1270         0.50    0.37     ( 3/ 3)          Used  
1271         0.63    0.49     ( 3/ 3)          Used  
1272         0.48    0.36     ( 3/ 3)          Used  
1273         0.32    0.11     ( 3/ 3)          Used  
1274         0.43    0.06     ( 3/ 3)          Used  
1275         0.65    0.21     ( 3/ 3)          Used  
1276         0.56    0.46     ( 3/ 3)          Used  
1277         0.98    0.57     ( 3/ 3)          Used  
1278         0.62    0.51     ( 3/ 3)          Used  
1279         0.40    0.16     ( 3/ 3)          Used  
1280        23.35   25.76     ( 3/ 3)          Used -
1281         0.39    0.22     ( 3/ 3)          Used  
1282         0.34    0.09     ( 3/ 3)          Used  
1283         3.63    4.75     ( 3/ 3)          Used -
1284         0.14    0.01     ( 2/ 3)          Used  
1285         0.40    0.22     ( 3/ 3)          Used  
1286         0.49    0.33     ( 3/ 3)          Used  
1287         2.23    2.61     ( 3/ 3)          Used -
1288         0.19    0.08     ( 3/ 3)          Used  
1289         0.34    0.06     ( 3/ 3)          Used  
1290         0.43    0.16     ( 3/ 3)          Used  
1291         0.99    0.57     ( 3/ 3)          Used  
1292        43.16   15.64     ( 2/ 3)          Used -
1293         0.22    0.07     ( 3/ 3)          Used  
1294         3.67    3.81     ( 3/ 3)          Used -
1295         0.31    0.09     ( 3/ 3)          Used  
1296         0.44    0.18     ( 3/ 3)          Used  
1297        25.92    2.98     ( 2/ 3)          Used -
1298         0.41    0.27     ( 3/ 3)          Used  
1299         0.74    0.17     ( 3/ 3)          Used  
1300         0.49    0.37     ( 3/ 3)          Used  
1301         0.34    0.07     ( 3/ 3)          Used  
1302         0.56    0.43     ( 3/ 3)          Used  
1303         0.23    0.13     ( 3/ 3)          Used  
1304         0.80    0.03     ( 3/ 3)          Used  
1305         1.43    1.53     ( 3/ 3)          Used -
1306         0.33    0.09     ( 3/ 3)          Used  
1307         1.61    0.76     ( 3/ 3)          Used -
1308         0.16    0.05     ( 3/ 3)          Used  
1309         1.28    0.73     ( 3/ 3)          Used -
1310         0.38    0.06     ( 3/ 3)          Used  
1311         0.12    0.05     ( 3/ 3)          Used  
1312         0.51    0.27     ( 3/ 3)          Used  
1313         0.18    0.06     ( 3/ 3)          Used  
1314         0.58    0.46     ( 3/ 3)          Used  
1315         0.70    0.59     ( 3/ 3)          Used  
1316         0.23    0.13     ( 3/ 3)          Used  
1317         1.32    1.28     ( 3/ 3)          Used -
1318         0.38    0.15     ( 3/ 3)          Used  
1319         0.62    0.52     ( 3/ 3)          Used  
1320         0.66    0.54     ( 3/ 3)          Used  
1321        10.16    9.96     ( 2/ 3)          Used -
1322         0.48    0.26     ( 3/ 3)          Used  
1323         0.33    0.01     ( 2/ 3)          Used  
1324         0.26    0.07     ( 3/ 3)          Used  
1325         0.42    0.23     ( 3/ 3)          Used  
1326         0.48    0.18     ( 3/ 3)          Used  
1327         0.80    0.51     ( 3/ 3)          Used  
1328         1.10    0.78     ( 3/ 3)          Used -
1329         0.62    0.52     ( 3/ 3)          Used  
1330         0.40    0.13     ( 3/ 3)          Used  
1331         0.75    0.05     ( 2/ 3)          Used  
1332         0.83    0.85     ( 3/ 3)          Used  
1333         0.33    0.16     ( 3/ 3)          Used  
1334         4.75    4.90     ( 3/ 3)          Used -
1335         0.41    0.20     ( 3/ 3)          Used  
1336         0.36    0.18     ( 3/ 3)          Used  
1337         0.22    0.10     ( 3/ 3)          Used  
1338         0.29    0.14     ( 3/ 3)          Used  
1339         1.04    0.72     ( 3/ 3)          Used -
1340         0.23    0.08     ( 3/ 3)          Used  
1341         0.18    0.05     ( 3/ 3)          Used  
1342         0.88    0.71     ( 3/ 3)          Used  
1343         5.31    6.32     ( 3/ 3)          Used -
1344         0.49    0.29     ( 3/ 3)          Used  
1345         0.16    0.06     ( 3/ 3)          Used  
1346         0.30    0.11     ( 3/ 3)          Used  
1347         0.28    0.09     ( 3/ 3)          Used  
1348         0.39    0.15     ( 3/ 3)          Used  
1349         5.14    6.43     ( 3/ 3)          Used -
1350         0.32    0.15     ( 3/ 3)          Used  
1351         0.21    0.06     ( 3/ 3)          Used  
1352         0.27    0.01     ( 3/ 3)          Used  
1353         0.09    0.03     ( 3/ 3)          Used +
1354         0.44    0.22     ( 3/ 3)          Used  
1355         0.51    0.17     ( 3/ 3)          Used  
1356         0.39    0.12     ( 3/ 3)          Used  
1357         1.06    1.05     ( 3/ 3)          Used -
1358         0.82    0.28     ( 3/ 3)          Used  
1359         4.48    3.98     ( 2/ 3)          Used -
1360         1.02    0.45     ( 2/ 3)          Used -
1361        13.08   18.17     ( 3/ 3)          Used -
1362         5.43    4.92     ( 3/ 3)          Used -
1363         4.91    4.69     ( 3/ 3)          Used -
1364         2.70    2.53     ( 3/ 3)          Used -
1365         1.66    0.83     ( 3/ 3)          Used -
1366         2.30    1.89     ( 3/ 3)          Used -
1367         0.80    0.64     ( 3/ 3)          Used  
1368         1.27    0.65     ( 3/ 3)          Used -
1369         0.08    0.01     ( 2/ 3)          Used +
1370         0.34    0.12     ( 3/ 3)          Used  
1371         1.31    0.75     ( 3/ 3)          Used -
1372         0.84    0.76     ( 3/ 3)          Used  
1373         1.89    2.16     ( 3/ 3)          Used -
1374         0.66    0.37     ( 3/ 3)          Used  
1375        10.09    5.03     ( 3/ 3)          Used -
1376         0.91    0.21     ( 3/ 3)          Used  
1377         0.92    0.76     ( 3/ 3)          Used  
1378         1.20    1.33     ( 3/ 3)          Used -
1379         1.49    1.05     ( 3/ 3)          Used -
1380        27.94   30.27     ( 3/ 3)          Used -
1381         0.58    0.22     ( 3/ 3)          Used  
1382        10.91   12.02     ( 3/ 3)          Used -
1383         9.53    1.36     ( 2/ 3)          Used -
1384        31.67   31.18     ( 2/ 3)          Used -
1385         0.93    0.63     ( 3/ 3)          Used  
1386         0.02    0.01     ( 2/ 3)          Used +
1387         0.66    0.25     ( 3/ 3)          Used  
1388         0.98    0.41     ( 3/ 3)          Used  
1389         0.51    0.27     ( 3/ 3)          Used  
1390         0.86    0.59     ( 3/ 3)          Used  
1391         0.88    0.37     ( 3/ 3)          Used  
1392         0.63    0.54     ( 3/ 3)          Used  
1393         0.39    0.24     ( 3/ 3)          Used  
1394         0.57    0.18     ( 3/ 3)          Used  
1395         0.45    0.23     ( 3/ 3)          Used  
1396         0.35    0.10     ( 3/ 3)          Used  
1397         1.06    1.10     ( 3/ 3)          Used -
1398         0.56    0.42     ( 3/ 3)          Used  
1399         0.70    0.47     ( 3/ 3)          Used  
1400         0.36    0.16     ( 3/ 3)          Used  
1401         0.65    0.46     ( 3/ 3)          Used  
1402         0.45    0.15     ( 3/ 3)          Used  
1403         0.29    0.12     ( 3/ 3)          Used  
1404         0.33    0.15     ( 3/ 3)          Used  
1405         0.15    0.02     ( 3/ 3)          Used  
1406         0.03    0.01     ( 2/ 3)          Used +
1407         0.50    0.30     ( 3/ 3)          Used  
1408         0.22    0.05     ( 3/ 3)          Used  
1409         0.24    0.07     ( 3/ 3)          Used  
1410         1.44    0.74     ( 2/ 3)          Used -
1411         0.75    0.72     ( 3/ 3)          Used  
1412         0.43    0.28     ( 3/ 3)          Used  
1413         0.40    0.18     ( 3/ 3)          Used  
1414         0.32    0.14     ( 3/ 3)          Used  
1415         0.25    0.08     ( 3/ 3)          Used  
1416         0.40    0.28     ( 3/ 3)          Used  
1417         0.43    0.18     ( 3/ 3)          Used  
1418         0.19    0.06     ( 3/ 3)          Used  
1419         0.32    0.12     ( 3/ 3)          Used  
1420         0.47    0.30     ( 3/ 3)          Used  
1421         0.18    0.09     ( 3/ 3)          Used  
1422         1.38    0.91     ( 3/ 3)          Used -
1423         0.17    0.04     ( 3/ 3)          Used  
1424         2.51    1.55     ( 3/ 3)          Used -
1425         0.63    0.56     ( 3/ 3)          Used  
1426         0.44    0.21     ( 3/ 3)          Used  
1427         0.62    0.40     ( 3/ 3)          Used  
1428        27.56   25.84     ( 2/ 2)          Used -
1429         0.31    0.01     ( 2/ 2)          Used  
1430         0.25    0.01     ( 2/ 2)          Used  
1431         0.20    0.01     ( 2/ 2)          Used  
1432       126.56  126.07     ( 2/ 2)          Used -
1433         0.05    0.01     ( 2/ 2)          Used +
1434         0.34    0.00     ( 2/ 2)          Used  
1435         0.33    0.02     ( 2/ 2)          Used  
1436         0.85    0.25     ( 2/ 2)          Used  
1437        73.90   73.43     ( 2/ 2)          Used -
1438         0.31    0.02     ( 2/ 2)          Used  
1439         0.17    0.03     ( 2/ 2)          Used  
1440         0.43    0.02     ( 2/ 2)          Used  
1441          n/a     n/a     ( 0/ 2)     Discarded +
1442       195.69    3.38     ( 2/ 2)          Used -
1443         0.04    0.01     ( 2/ 2)          Used +
1444          n/a     n/a     ( 0/ 2)     Discarded +
1445         0.70    0.11     ( 2/ 2)          Used  
1446         0.21    0.01     ( 2/ 2)          Used  
1447         0.45    0.02     ( 2/ 2)          Used  
1448         0.16    0.00     ( 2/ 2)          Used  
1449         0.28    0.02     ( 2/ 2)          Used  
1450         0.63    0.08     ( 2/ 2)          Used  
1451        23.65   23.19     ( 2/ 2)          Used -
1452        86.02   29.76     ( 2/ 2)          Used -
1453         1.80    0.87     ( 2/ 2)          Used -
1454       173.74   51.93     ( 2/ 2)          Used -
1455         0.29    0.02     ( 2/ 2)          Used  
1456         2.14    1.06     ( 2/ 2)          Used -
1457         0.48    0.01     ( 2/ 2)          Used  
1458         3.26    2.78     ( 2/ 2)          Used -
1459         0.10    0.03     ( 2/ 2)          Used +
1460         0.04    0.01     ( 2/ 2)          Used +
1461         0.65    0.09     ( 2/ 2)          Used  
1462         2.06    0.44     ( 2/ 2)          Used -
1463         0.03    0.02     ( 2/ 2)          Used +
1464        46.43   20.43     ( 2/ 2)          Used -
1465         0.17    0.03     ( 2/ 2)          Used  
1466         1.89    1.39     ( 2/ 2)          Used -
1467         0.94    0.04     ( 2/ 2)          Used  
1468         1.60    1.11     ( 2/ 2)          Used -
1469         0.68    0.01     ( 2/ 2)          Used  
1470         0.27    0.03     ( 2/ 2)          Used  
1471         0.12    0.01     ( 2/ 2)          Used  
1472         0.16    0.03     ( 2/ 2)          Used  
1473         0.03    0.00     ( 2/ 2)          Used +
1474         0.30    0.00     ( 2/ 2)          Used  
1475         0.14    0.02     ( 2/ 2)          Used  
1476         0.09    0.02     ( 2/ 2)          Used +
1477         0.16    0.02     ( 2/ 2)          Used  
1478         0.02    0.00     ( 2/ 2)          Used +
1479         1.28    0.77     ( 2/ 2)          Used -
1480         0.37    0.02     ( 2/ 2)          Used  
1481         2.18    1.40     ( 2/ 2)          Used -
1482         0.10    0.01     ( 2/ 2)          Used +
1483         0.03    0.00     ( 2/ 2)          Used +
1484         0.33    0.00     ( 2/ 2)          Used  
1485        10.34    0.83     ( 2/ 2)          Used -
1486         0.04    0.00     ( 2/ 2)          Used +
1487         0.85    0.38     ( 2/ 2)          Used  
1488         0.37    0.02     ( 2/ 2)          Used  
1489         0.32    0.03     ( 2/ 2)          Used  
1490         0.38    0.03     ( 2/ 2)          Used  
1491         0.08    0.00     ( 2/ 2)          Used +
1492         0.07    0.01     ( 2/ 2)          Used +
1493         0.76    0.26     ( 2/ 2)          Used  
1494         0.15    0.01     ( 2/ 2)          Used  
1495         7.84    4.87     ( 2/ 2)          Used -
1496        10.26    5.16     ( 2/ 2)          Used -
1497         0.37    0.01     ( 2/ 2)          Used  
1498         0.05    0.02     ( 2/ 2)          Used +
1499         0.40    0.03     ( 2/ 2)          Used  
1500         0.31    0.01     ( 2/ 2)          Used  
1501         0.09    0.01     ( 2/ 2)          Used +
1502         0.04    0.01     ( 2/ 2)          Used +
1503         0.10    0.01     ( 2/ 2)          Used  
1504         0.60    0.09     ( 2/ 2)          Used  
1505         0.28    0.00     ( 2/ 2)          Used  
1506         0.88    0.22     ( 2/ 2)          Used  
1507         1.20    0.27     ( 2/ 2)          Used -
1508         1.67    0.69     ( 2/ 2)          Used -
1509         1.14    0.22     ( 2/ 2)          Used -
1510         1.10    0.07     ( 2/ 2)          Used -
1511         1.29    0.01     ( 2/ 2)          Used -
1512         0.76    0.03     ( 2/ 2)          Used  
1513         1.32    0.39     ( 2/ 2)          Used -
1514         1.46    0.41     ( 2/ 2)          Used -
1515         0.52    0.03     ( 2/ 2)          Used  
1516         0.63    0.13     ( 2/ 2)          Used  
1517         0.42    0.01     ( 2/ 2)          Used  
1518          n/a     n/a     ( 0/ 2)     Discarded +
1519          n/a     n/a     ( 0/ 2)     Discarded +
1520          n/a     n/a     ( 0/ 2)     Discarded +
1521          n/a     n/a     ( 0/ 2)     Discarded +
1522          n/a     n/a     ( 0/ 2)     Discarded +
1523        92.40   92.04     ( 2/ 2)          Used -
1524         0.07    0.00     ( 2/ 2)          Used +
1525        26.58   26.26     ( 2/ 2)          Used -
1526        29.36   28.89     ( 2/ 2)          Used -
1527        33.01   32.53     ( 2/ 2)          Used -
1528          n/a     n/a     ( 0/ 2)     Discarded +
1529          n/a     n/a     ( 0/ 2)     Discarded +
1530        35.66    1.73     ( 2/ 2)          Used -
1531        86.36   85.16     ( 2/ 2)          Used -
1532        67.37   66.90     ( 2/ 2)          Used -
1533        65.44   64.97     ( 2/ 2)          Used -
1534          n/a     n/a     ( 0/ 2)     Discarded +
1535          n/a     n/a     ( 0/ 2)     Discarded +
1536       154.80   41.92     ( 2/ 2)          Used -
1537       167.95   60.43     ( 2/ 2)          Used -
1538       149.03   99.89     ( 2/ 2)          Used -
1539         4.77    4.27     ( 2/ 2)          Used -
1540       195.60   45.93     ( 2/ 2)          Used -
1541       154.47   44.75     ( 2/ 2)          Used -
1542       161.53   65.58     ( 2/ 2)          Used -
1543       176.95   51.93     ( 2/ 2)          Used -
1544         1.54    0.10     ( 2/ 2)          Used -
1545       172.19   17.22     ( 2/ 2)          Used -
1546       212.98   51.83     ( 2/ 2)          Used -
1547       168.03   88.84     ( 2/ 2)          Used -
1548       170.72   84.56     ( 2/ 2)          Used -
1549       168.51   18.24     ( 2/ 2)          Used -
1550       168.33   20.48     ( 2/ 2)          Used -
1551       162.64   24.44     ( 2/ 2)          Used -
1552          n/a     n/a     ( 0/ 2)     Discarded +
1553        16.97   13.48     ( 2/ 2)          Used -
1554       182.22   99.81     ( 2/ 2)          Used -
1555       148.56  131.18     ( 2/ 2)          Used -
1556         1.16    0.65     ( 2/ 2)          Used -
1557       156.13   96.57     ( 2/ 2)          Used -
1558         0.31    0.01     ( 2/ 2)          Used  
1559       140.84  104.99     ( 2/ 2)          Used -
1560         1.45    0.52     ( 2/ 2)          Used -
1561         0.10    0.02     ( 2/ 2)          Used  
1562         1.96    0.34     ( 2/ 2)          Used -
1563         2.42    0.42     ( 2/ 2)          Used -
1564         0.06    0.03     ( 2/ 2)          Used +
1565         0.25    0.02     ( 2/ 2)          Used  
1566         4.88    2.86     ( 2/ 2)          Used -
1567        18.96   10.53     ( 2/ 2)          Used -
1568          n/a     n/a     ( 0/ 2)     Discarded +
1569          n/a     n/a     ( 0/ 2)     Discarded +
1570         0.21    0.03     ( 2/ 2)          Used  
1571         0.26    0.05     ( 2/ 2)          Used  
1572         0.29    0.02     ( 2/ 2)          Used  
1573         0.51    0.02     ( 2/ 2)          Used  
1574         0.39    0.04     ( 2/ 2)          Used  
1575         0.05    0.00     ( 2/ 2)          Used +
1576         0.44    0.01     ( 2/ 2)          Used  
1577         0.38    0.01     ( 2/ 2)          Used  
1578         0.51    0.00     ( 2/ 2)          Used  
1579         0.41    0.02     ( 2/ 2)          Used  
1580         0.24    0.04     ( 2/ 2)          Used  
1581       123.51  122.93     ( 2/ 2)          Used -
1582         0.04    0.01     ( 2/ 2)          Used +
1583         0.63    0.13     ( 2/ 2)          Used  
1584         0.27    0.02     ( 2/ 2)          Used  
1585          n/a     n/a     ( 0/ 2)     Discarded +
1586         0.42    0.01     ( 2/ 2)          Used  
1587       172.18   60.67     ( 2/ 2)          Used -
1588         0.38    0.03     ( 2/ 2)          Used  
1589         0.65    0.16     ( 2/ 2)          Used  
1590         0.91    0.41     ( 2/ 2)          Used  
1591          n/a     n/a     ( 0/ 2)     Discarded +
1592          n/a     n/a     ( 0/ 2)     Discarded +
1593         0.04    0.01     ( 2/ 2)          Used +
1594         0.06    0.01     ( 2/ 2)          Used +
1595         0.06    0.04     ( 2/ 2)          Used +
1596         0.18    0.03     ( 2/ 2)          Used  
1597         0.49    0.02     ( 2/ 2)          Used  
1598         0.25    0.01     ( 2/ 2)          Used  
1599         0.29    0.01     ( 2/ 2)          Used  
1600         4.90    2.26     ( 2/ 2)          Used -
1601         0.11    0.00     ( 2/ 2)          Used  
1602         0.15    0.00     ( 2/ 2)          Used  
1603         0.97    0.03     ( 2/ 2)          Used  
1604         0.27    0.02     ( 2/ 2)          Used  
1605         0.05    0.01     ( 2/ 2)          Used +
1606         0.60    0.09     ( 2/ 2)          Used  
1607         1.89    0.31     ( 2/ 2)          Used -
1608         0.45    0.02     ( 2/ 2)          Used  
1609         1.65    1.20     ( 2/ 2)          Used -
1610         0.65    0.18     ( 2/ 2)          Used  
1611         0.44    0.02     ( 2/ 2)          Used  
1612         0.14    0.01     ( 2/ 2)          Used  
1613         3.22    2.15     ( 2/ 2)          Used -
1614         0.62    0.12     ( 2/ 2)          Used  
1615         3.64    3.12     ( 2/ 2)          Used -
1616         0.52    0.04     ( 2/ 2)          Used  
1617         1.77    0.82     ( 2/ 2)          Used -
1618         0.49    0.00     ( 2/ 2)          Used  
1619         0.92    0.41     ( 2/ 2)          Used  
1620         0.53    0.01     ( 2/ 2)          Used  
1621         0.22    0.01     ( 2/ 2)          Used  
1622         0.22    0.02     ( 2/ 2)          Used  
1623         0.55    0.05     ( 2/ 2)          Used  
1624         0.16    0.01     ( 2/ 2)          Used  
1625         1.82    1.30     ( 2/ 2)          Used -
1626         0.28    0.01     ( 2/ 2)          Used  
1627         0.18    0.01     ( 2/ 2)          Used  
1628        30.09    2.75     ( 2/ 2)          Used -
1629         0.41    0.00     ( 2/ 2)          Used  
1630         0.86    0.08     ( 2/ 2)          Used  
1631         0.02    0.00     ( 2/ 2)          Used +
1632         0.79    0.13     ( 2/ 2)          Used  
1633         0.28    0.00     ( 2/ 2)          Used  
1634         0.02    0.00     ( 2/ 2)          Used +
1635         0.02    0.01     ( 2/ 2)          Used +
1636         0.05    0.01     ( 2/ 2)          Used +
1637         0.28    0.00     ( 2/ 2)          Used  
1638         0.82    0.31     ( 2/ 2)          Used  
1639         0.09    0.00     ( 2/ 2)          Used +
1640         0.32    0.02     ( 2/ 2)          Used  
1641         0.80    0.02     ( 2/ 2)          Used  
1642         0.03    0.00     ( 2/ 2)          Used +
1643         0.84    0.32     ( 2/ 2)          Used  
1644         0.43    0.03     ( 2/ 2)          Used  
1645         0.40    0.00     ( 2/ 2)          Used  
1646         0.03    0.01     ( 2/ 2)          Used +
1647         0.10    0.01     ( 2/ 2)          Used +
1648         0.09    0.00     ( 2/ 2)          Used +
1649         0.13    0.03     ( 2/ 2)          Used  
1650         0.15    0.02     ( 2/ 2)          Used  
1651         0.12    0.03     ( 2/ 2)          Used  
1652         0.46    0.04     ( 2/ 2)          Used  
1653         0.02    0.01     ( 2/ 2)          Used +
1654        28.78   28.29     ( 2/ 2)          Used -
1655         1.24    0.19     ( 2/ 2)          Used -
1656         1.08    0.05     ( 2/ 2)          Used -
1657         0.14    0.03     ( 2/ 2)          Used  
1658         0.19    0.01     ( 2/ 2)          Used  
1659         0.22    0.01     ( 2/ 2)          Used  
1660         0.20    0.03     ( 2/ 2)          Used  
-----------------------------------------------------

Legend
-----------------------------------------------------
+ Average residuals of all observations smaller than 0.1 pixel
- Average residuals of all observations greater than 1.0 pixel
! No observation specified

Notes
-----------------------------------------------------
* Applied adjustments and XYZ residuals are in meters or feet, depending
  on the units used in the input EO file.
* Other residual values are in pixels.
* Average and standard deviations are computed using the used observations.
* Values in parenthesis are the proportion of observations used to compute
  the average and standard deviation.
